longitude,latitude
-0.154743,51.571935
-0.035503,51.545144
-0.179225,51.651513
-0.06507,51.573998
-0.45759,51.457223
-0.141229,51.57352
-0.00781,51.591061
-0.183708,51.550877
-0.110965,51.488579
-0.192162,51.383261
-0.375547,51.511058
-0.046645,51.660038
0.020698,51.442796
-0.07046,51.589158
-0.157435,51.546403
-0.395527,51.574017
-0.062564,51.640716
0.249863,51.557707
-0.096933,51.374406
-0.377747,51.465344
0.053962,51.516364
-0.103333,51.398575
-0.264589,51.613959
-0.205611,51.36604
-0.043581,51.513148
-0.127242,51.508264
-0.404405,51.477436
-0.405818,51.452169
-0.20769,51.455135
0.219784,51.555357
-0.391233,51.499413
0.06997,51.53565
-0.101139,51.348791
-0.056797,51.47996
-0.074647,51.581988
-0.165324,51.428707
-0.05358,51.558862
-0.122402,51.61294
0.029251,51.479573
-0.392977,51.475203
0.057629,51.515868
-0.057709,51.540163
-0.376104,51.511191
-0.006734,51.426162
0.014675,51.507971
-0.113072,51.48257
-0.075602,51.548093
-0.225566,51.542714
-0.019623,51.585002
-0.071731,51.567336
-0.122056,51.555518
-0.200771,51.517976
0.100241,51.578331
-0.324173,51.535765
-0.080149,51.653793
0.049086,51.603246
-0.390231,51.430087
-0.297542,51.601808
0.122745,51.531614
-0.239438,51.500137
-0.040187,51.64316
0.104368,51.40689
-0.12979,51.527684
-0.033301,51.546366
-0.189899,51.384171
-0.045608,51.510251
-0.077395,51.474392
-0.165098,51.650169
-0.163317,51.461165
-0.100638,51.34944
-0.052118,51.416691
0.011534,51.437927
0.187381,51.575157
-0.165834,51.460863
-0.150541,51.486279
-0.267442,51.504799
-0.122253,51.530765
-0.362739,51.509756
-0.025872,51.444031
-0.407343,51.517932
-0.053494,51.597699
-0.049709,51.637491
-0.069168,51.547438
-0.005559,51.535313
0.148176,51.408928
-0.173833,51.52264
-0.1903,51.489408
-0.056059,51.539623
-0.378651,51.470303
-0.181667,51.545972
-0.003585,51.503644
-0.013536,51.612047
0.09663,51.464026
-0.10045,51.465361
-0.18208,51.541041
-0.268037,51.600782
-0.169022,51.385843
-0.08648,51.661377
-0.102226,51.546035
-0.220916,51.522905
-0.298173,51.39073
-0.064769,51.462754
-0.095325,51.387519
-0.010946,51.406683
-0.094101,51.398299
-0.170565,51.478994
-0.326503,51.456855
-0.314615,51.553667
-0.202982,51.486312
-0.243543,51.498661
-0.352568,51.579573
-0.416313,51.525688
-0.292124,51.441585
0.071417,51.52495
-0.128845,51.512768
-0.042722,51.486462
0.155812,51.561919
-0.178591,51.492608
-0.165157,51.425691
0.038972,51.474081
0.083412,51.576752
-0.203173,51.512599
-0.023959,51.474681
-0.107635,51.481008
0.165071,51.574302
0.075694,51.59107
-0.03521,51.601136
0.060094,51.517785
-0.246073,51.535963
-0.015902,51.536217
-0.190479,51.384036
-0.11495,51.463905
-0.184244,51.460907
-0.050796,51.566612
-0.226907,51.489634
-0.056032,51.479318
-0.158454,51.501142
-0.022695,51.501234
-0.103367,51.543221
-0.064171,51.384661
0.257253,51.613105
-0.292264,51.432055
-0.051704,51.52072
-0.336186,51.426095
0.072819,51.553909
-0.05558,51.416443
-0.304262,51.491866
0.001472,51.540778
-0.020908,51.478623
0.062018,51.388911
0.230329,51.609285
-0.102847,51.541504
0.053488,51.53148
-0.154072,51.526144
-0.478993,51.546399
-0.125944,51.484413
-0.356045,51.609601
-0.054292,51.627649
-0.174041,51.458662
-0.1335,51.586419
0.109749,51.465364
0.286199,51.573425
-0.147623,51.435982
-0.066116,51.37499
0.08166,51.589265
-0.005399,51.382155
-0.071742,51.658735
0.025131,51.563384
-0.162712,51.533914
0.077091,51.542872
-0.125409,51.616036
0.088296,51.400972
-0.103848,51.63533
-0.181473,51.49874
0.036088,51.533788
-0.270206,51.488132
-0.135972,51.503754
0.019851,51.581307
-0.339713,51.549331
-0.09608,51.570971
0.091283,51.595712
-0.031736,51.65541
-0.150715,51.448135
-0.242668,51.580173
0.091959,51.456978
-0.12454,51.44244
-0.116035,51.460631
-0.02484,51.549587
-0.335932,51.588132
-0.093653,51.581363
-0.064965,51.427821
-0.172946,51.541897
-0.305365,51.598
0.02516,51.551369
-0.064853,51.451587
-0.096063,51.440363
0.146136,51.543652
-0.308798,51.597321
-0.196305,51.519005
-0.232378,51.582374
-0.04932,51.627026
-0.145802,51.454658
-0.35968,51.538767
-0.055178,51.635316
-0.073492,51.610313
-0.098303,51.582355
-0.08984,51.504981
-0.43428,51.482218
-0.032969,51.544697
-0.394957,51.475428
-0.082326,51.578211
-0.060026,51.64937
-0.103788,51.379221
-0.345294,51.544985
-0.041731,51.668355
-0.028526,51.583425
-0.184633,51.461641
-0.209517,51.37235
-0.098039,51.546849
-0.04885,51.484613
-0.025674,51.503325
0.036247,51.594189
-0.073088,51.477172
-0.238548,51.474253
-0.028401,51.589313
-0.061715,51.571784
-0.171806,51.424168
-0.375615,51.511176
1.8E-05,51.539517
-0.072019,51.584741
0.131635,51.362754
0.058495,51.581391
0.011985,51.490077
-0.075797,51.571153
-0.09595,51.570609
-0.372694,51.550683
-0.103916,51.43245
-0.010537,51.531594
-0.008816,51.508265
-0.009232,51.49972
0.198044,51.586171
0.057685,51.581684
-0.234334,51.592988
-0.215954,51.52961
0.205921,51.580403
-0.33479,51.504803
-0.10787,51.562952
-0.382282,51.435607
-0.055657,51.625468
0.198522,51.55091
-0.026754,51.539017
-0.034825,51.485862
-0.216414,51.506417
-0.198703,51.528744
-0.021874,51.466949
0.00115,51.412035
-0.093028,51.501112
-0.06244,51.528938
-0.092571,51.590679
-0.005227,51.555442
-0.386766,51.473301
0.151501,51.491044
-0.161199,51.652221
-0.403079,51.438275
-0.366662,51.564852
0.056272,51.527663
-0.098004,51.47605
-0.048248,51.613286
-0.065761,51.321009
-0.326457,51.475028
0.115053,51.41284
-0.076849,51.527763
-0.003299,51.428396
-0.182869,51.495156
-0.167979,51.583707
-0.20435,51.372586
-0.298433,51.552057
-0.179454,51.458279
-0.066212,51.497418
-0.030347,51.357703
0.001354,51.431851
-0.33632,51.553788
-0.337557,51.534481
0.016277,51.508358
0.121548,51.569108
-0.351269,51.536869
-0.383082,51.500524
-0.341,51.584526
-0.068616,51.596223
-0.147913,51.601161
0.153263,51.497262
-0.310977,51.617585
-0.048221,51.411267
-0.307054,51.430075
-0.037046,51.497545
0.004615,51.407407
-0.068412,51.5789
-0.192304,51.412831
-0.097885,51.357668
-0.365588,51.549343
-0.141916,51.457501
-0.350434,51.530859
0.099326,51.420497
-0.213341,51.49066
-0.426344,51.523647
0.165144,51.57431
-0.042062,51.529085
-0.346522,51.536154
-0.378852,51.532847
-0.122275,51.605178
-0.173035,51.397317
-0.261296,51.552691
-0.25246,51.56193
-0.183114,51.652958
-0.230092,51.49256
0.068728,51.441104
-0.10226,51.563257
-0.349647,51.567374
-0.125543,51.633124
-0.1171,51.500494
-0.165201,51.425674
-0.07609,51.404407
-0.182411,51.528034
-0.154866,51.378328
0.037657,51.530191
-0.284982,51.492404
-0.180491,51.432918
-0.304277,51.491858
-0.005552,51.600429
-0.379559,51.436117
-0.152405,51.548464
-0.327289,51.553021
-0.420606,51.469059
-0.20691,51.523133
0.096804,51.442395
-0.391247,51.537046
-0.060115,51.588016
0.006845,51.533096
-0.10207,51.43082
-0.008323,51.559523
-0.098821,51.56856
-0.030844,51.374933
0.082927,51.540574
-0.156479,51.413289
-0.3704,51.570065
-0.027403,51.581356
-0.099726,51.379802
-0.156477,51.4755
-0.318142,51.415271
-0.007192,51.533264
-0.061231,51.531939
0.052669,51.492735
-0.106788,51.373037
-0.042625,51.516963
-0.238499,51.464693
-0.170461,51.520079
0.151427,51.466513
-0.253169,51.394519
-0.106109,51.496621
-0.199883,51.585423
0.176004,51.480439
-0.37184,51.53257
-0.117118,51.401081
-0.057265,51.534661
0.013663,51.420579
-0.032866,51.475829
-0.2213,51.452338
0.082451,51.344763
-0.050463,51.548748
-0.160517,51.52361
-0.110058,51.550892
0.026879,51.577059
0.104902,51.505173
-0.055208,51.555526
-0.21534,51.475997
-0.005966,51.513459
-0.426287,51.434092
0.008822,51.514789
-0.313964,51.583746
-0.212114,51.459788
-0.241453,51.627328
-0.023235,51.408132
0.147313,51.552408
0.074647,51.53448
0.157998,51.465736
-0.211787,51.442743
-0.353042,51.5313
-0.062691,51.619415
0.13076,51.58342
-0.333914,51.426845
-0.100286,51.368373
0.100356,51.531342
-0.110339,51.589006
-0.431508,51.495022
-0.204294,51.533938
0.073528,51.526055
0.009353,51.633519
-0.374239,51.476941
-0.192649,51.370526
-0.254931,51.552803
-0.275364,51.508333
0.212921,51.516808
-0.300655,51.539653
-0.406907,51.477956
-0.242622,51.53459
-0.216243,51.575692
-0.103605,51.565248
-0.410368,51.479451
0.051848,51.567452
-0.030776,51.355741
0.073278,51.525313
-0.218105,51.576439
-0.061062,51.607806
-0.116205,51.378144
-0.078163,51.523261
0.022947,51.517074
-0.161764,51.419559
-0.076987,51.663255
-0.127779,51.437133
-0.157349,51.521034
-0.036809,51.612934
-0.403975,51.51036
0.029396,51.450074
-0.139095,51.385254
-0.315637,51.487696
-0.219116,51.576401
-0.106421,51.542272
-0.287963,51.624203
-0.186093,51.593511
-0.385854,51.439567
-0.167446,51.471661
0.285102,51.573429
-0.17667,51.620072
-0.072471,51.454905
0.018071,51.376322
-0.06898,51.595473
-0.078655,51.641269
-0.126087,51.439812
-0.068956,51.595356
-0.36004,51.5544
0.01786,51.365624
0.081096,51.542153
-0.25897,51.599623
-0.360858,51.55131
-0.143949,51.640979
-0.32938,51.448623
-0.145856,51.393976
-0.109618,51.596998
-0.41291,51.572959
-0.093045,51.472031
0.140869,51.577993
-0.290545,51.620086
-0.167767,51.460776
-0.083223,51.529765
0.033997,51.537674
-0.109587,51.61233
-0.016999,51.451875
-0.258849,51.516281
-0.116273,51.438063
-0.175207,51.523597
-0.215098,51.417605
-0.267771,51.496513
-0.174918,51.60902
-0.017266,51.464982
-0.306467,51.490684
-0.168542,51.51942
-0.119136,51.364144
0.113106,51.402443
-0.170911,51.553088
0.209198,51.558704
-0.164877,51.516278
-0.091816,51.562161
0.058145,51.521245
-0.173318,51.482175
-0.078213,51.523091
-0.20031,51.498581
0.048773,51.590212
-0.148633,51.578484
-0.305231,51.508076
-0.030188,51.518257
-0.214972,51.52598
-0.136927,51.417045
0.183844,51.5122
-0.255568,51.621325
0.227213,51.585468
0.055533,51.450716
-0.133936,51.592334
-0.030258,51.664144
-0.273449,51.625222
-0.07876,51.527228
-0.06385,51.473926
-0.076101,51.686917
-0.133484,51.463419
-0.254905,51.495782
-0.084879,51.606723
-0.250213,51.488896
0.018637,51.508281
0.029738,51.525239
-0.069958,51.611226
0.033869,51.427973
-0.029464,51.575087
-0.239242,51.546706
-0.223872,51.49359
-0.083945,51.574703
0.145595,51.595281
-0.008897,51.507736
-0.149787,51.502768
-0.018899,51.402654
-0.030464,51.475429
-0.188586,51.389762
-0.065679,51.662934
-0.029741,51.51726
-0.115666,51.46121
0.051282,51.519594
-0.186932,51.413773
-0.174803,51.516028
-0.072363,51.577625
-0.156388,51.645024
0.083815,51.528436
0.148137,51.540207
-0.017997,51.611763
-0.242724,51.502336
-0.106611,51.441028
-0.104399,51.430165
-0.115196,51.50371
-0.173436,51.358718
-0.255481,51.5912
-0.041307,51.670138
-0.403071,51.492129
-0.044418,51.531966
0.060832,51.575316
0.052544,51.535813
-0.400474,51.517353
-0.057297,51.537647
-0.164082,51.405504
-0.108294,51.384266
-0.320812,51.511501
-0.323896,51.57941
-0.084467,51.441684
-0.1841,51.387624
-0.508592,51.468979
-0.382833,51.4469
-0.323447,51.462476
-0.26653,51.468069
0.070099,51.521323
-0.099911,51.369104
0.247272,51.60318
-0.069481,51.651396
-0.340113,51.548644
-0.365457,51.46681
0.08063,51.541118
0.170564,51.475675
-0.012592,51.511224
-0.090309,51.380611
0.078982,51.55969
0.095615,51.596669
-0.15424,51.523782
-0.278655,51.380733
-0.145443,51.541969
0.139169,51.60172
-0.202603,51.645965
-0.086853,51.550129
-0.219782,51.550495
-0.058619,51.659985
-0.129807,51.51496
0.208008,51.578502
-0.028492,51.61587
-0.406274,51.518403
0.00176,51.332788
0.195512,51.561794
-0.124854,51.44883
-0.297481,51.388454
-0.122869,51.449842
-0.103349,51.590458
-0.253838,51.492781
0.119816,51.612502
-0.128405,51.56356
-0.170941,51.479315
-0.151897,51.505463
-0.089397,51.527626
-0.130733,51.60248
-0.129449,51.422321
-0.038332,51.453152
-0.219013,51.456368
-0.135247,51.550773
-0.002744,51.483
-0.169799,51.420755
-0.055807,51.616226
-0.256938,51.439439
-0.264043,51.39094
-0.377524,51.437123
-0.435628,51.487847
-0.211887,51.467824
-0.062836,51.407085
-0.274454,51.425175
-0.353766,51.563988
-0.198898,51.447383
-0.246468,51.614922
-0.011696,51.354555
-0.142402,51.539089
-0.104752,51.389641
-0.03647,51.57962
-0.2942,51.595797
0.04274,51.575767
-0.21597,51.52774
-0.237865,51.548367
-0.113542,51.454773
-0.299273,51.534957
-0.234065,51.492647
-0.179279,51.38995
-0.12326,51.5988
-0.210231,51.370239
-0.06205,51.414104
-0.075485,51.528649
-0.06032,51.61506
-0.439494,51.526071
-0.246185,51.60615
0.124623,51.561706
-0.147401,51.519303
-0.059343,51.469166
-0.078574,51.500139
-0.029899,51.576704
-0.179622,51.497839
-0.134358,51.561937
-0.060889,51.607812
-0.105336,51.490943
-0.198236,51.472975
0.069843,51.487065
-0.004742,51.460327
-0.396472,51.584488
0.085622,51.551569
-0.268543,51.400035
-0.212856,51.459953
-0.188853,51.59564
-0.018977,51.510874
-0.005148,51.55857
0.162875,51.50035
-0.474054,51.515555
-0.013054,51.579073
-0.178014,51.556544
-0.285114,51.407841
0.001316,51.406276
-0.069149,51.515865
-0.057661,51.530459
-0.047911,51.63123
-0.330649,51.427257
-0.10656,51.505216
-0.09816,51.560888
-0.116874,51.398964
0.052977,51.466246
-0.174032,51.394302
-0.039604,51.47855
0.263088,51.607579
-0.049166,51.467424
-0.154656,51.407856
-0.231995,51.499612
-0.279047,51.56315
0.010511,51.595002
0.02531,51.583318
-0.029996,51.517363
-0.0753,51.39926
-0.097122,51.490667
-0.282264,51.479658
-0.147948,51.449305
-0.266984,51.508524
-0.059242,51.564109
-0.347514,51.594366
-0.016225,51.562931
-0.395639,51.475275
-0.07249,51.581458
-0.120022,51.582112
-0.085842,51.60547
-0.396318,51.462471
-0.134767,51.488789
0.01499,51.572569
-0.095097,51.487064
-0.347135,51.535956
-0.217445,51.504742
-0.316296,51.597213
-0.03019,51.577986
0.020383,51.406633
-0.09181,51.586081
-0.424045,51.501288
-0.118003,51.34516
-0.195288,51.494421
-0.126829,51.490228
0.203666,51.552585
-0.004994,51.425476
0.14924,51.580744
-0.401204,51.516662
-0.210647,51.42037
-0.131423,51.361904
-0.072594,51.468045
0.181283,51.475764
-0.389167,51.493432
-0.150184,51.455941
-0.006742,51.540918
-0.057211,51.532565
-0.008601,51.50791
-0.192378,51.509709
-0.194197,51.457122
-0.160956,51.527025
-0.171434,51.61161
0.122122,51.506427
-0.114125,51.55406
-0.128195,51.430485
-0.119075,51.511668
-0.11145,51.594591
-0.061203,51.599068
-0.31869,51.45168
-0.364594,51.441026
-0.330572,51.455789
-0.00974,51.517804
0.054545,51.427738
-0.244226,51.535612
-0.025991,51.599614
-0.059519,51.408666
-0.122735,51.576526
-0.044779,51.510426
-0.364449,51.42009
-0.12158,51.40832
0.105089,51.553622
-0.021179,51.571791
-0.452311,51.517527
-0.071097,51.525366
0.117593,51.582444
-0.013183,51.445282
-0.174815,51.604028
-0.086807,51.399106
-0.304236,51.491398
-0.163149,51.521269
0.083806,51.592293
-0.043948,51.474297
-0.076966,51.539006
-0.350774,51.436013
-0.075431,51.548054
-0.24219,51.399697
-0.118935,51.443672
-0.270133,51.495397
0.020553,51.561341
-0.178086,51.545008
-0.11816,51.4009
-0.400654,51.445921
-0.145724,51.420718
-0.092461,51.555382
-0.335533,51.557176
-0.181818,51.609469
-0.171126,51.45993
-0.146772,51.548654
-0.086346,51.57494
-0.243972,51.464631
-0.069552,51.588783
-0.190991,51.547977
-0.333031,51.583757
0.153647,51.551536
-0.111325,51.496265
-0.197008,51.486957
-0.128947,51.408887
0.057305,51.49108
-0.010958,51.531196
-0.403392,51.585122
-0.13839,51.510528
-0.238976,51.506506
0.102345,51.535722
-0.422087,51.466615
-0.287419,51.553444
0.028668,51.364106
-0.057221,51.533339
0.140702,51.575046
0.047854,51.550814
-0.37557,51.511616
0.164049,51.552487
-0.221614,51.574163
0.06637,51.575534
-0.111133,51.387208
-0.082295,51.622138
-0.210127,51.517544
-0.077846,51.528741
-0.076558,51.540806
0.088951,51.562202
-0.065765,51.610303
-0.209949,51.517316
-0.16985,51.54898
-0.286414,51.467678
-0.027437,51.513543
-0.275371,51.559652
-0.052618,51.552336
-0.033252,51.565241
-0.48192,51.5399
-0.01594,51.454726
-0.157979,51.386326
-0.198772,51.513467
-0.049749,51.600182
-0.069692,51.565054
-0.264211,51.541665
0.100939,51.425882
0.115001,51.497356
-0.131178,51.551176
-0.065793,51.57124
0.075814,51.41489
-0.090003,51.473852
-0.25601,51.554753
-0.10119,51.402757
-0.069551,51.512482
-0.472866,51.545025
0.057311,51.554218
-0.315254,51.500433
-0.016799,51.464794
0.083719,51.528546
-0.113023,51.505033
-0.147571,51.492733
-0.186346,51.482692
-0.195198,51.600189
-0.174356,51.512082
-0.015165,51.523993
-0.147892,51.602374
-0.045734,51.670113
-0.436093,51.502457
0.162427,51.453424
-0.322501,51.497695
-0.011003,51.563571
-0.192596,51.413816
-0.129662,51.430472
0.038437,51.540861
-0.102863,51.565748
-0.104414,51.430156
0.096813,51.550263
-0.390051,51.429877
-0.23788,51.469926
-0.083633,51.545077
-0.357572,51.479919
0.013148,51.389536
0.084198,51.540291
-0.181584,51.437656
0.096932,51.61491
-0.065806,51.487259
-0.088335,51.497223
-0.316017,51.540693
-0.175408,51.606888
-0.071059,51.572972
-0.050521,51.54874
-0.197169,51.486897
-0.200755,51.518003
-0.320283,51.534127
-0.306979,51.586846
-0.04933,51.498334
0.037286,51.463067
-0.07781,51.523759
-0.170405,51.520042
-0.080658,51.461847
-0.024517,51.468099
0.066794,51.434268
-0.017543,51.513709
-0.193553,51.538278
-0.098071,51.439469
-0.078458,51.567258
-0.418314,51.455836
-0.406546,51.49821
-0.041301,51.587092
-0.157873,51.337431
-0.192567,51.456117
-0.157733,51.512227
-0.112881,51.467307
-0.406368,51.451268
-0.211258,51.553054
-0.404785,51.476434
-0.252445,51.536355
-0.293011,51.530047
-0.007297,51.57804
-0.057696,51.424212
-0.413385,51.573802
-0.335446,51.533453
-0.067156,51.614624
-0.087362,51.410968
-0.267285,51.504769
0.026136,51.453476
-0.058163,51.593505
-0.146189,51.394278
0.054044,51.537414
-0.129542,51.422862
0.141435,51.554116
-0.127823,51.5324
-0.123456,51.44923
-0.059031,51.531795
-0.146971,51.579942
-0.281843,51.511926
-0.128047,51.507261
-0.105376,51.534099
-0.249011,51.584116
-0.162339,51.404497
-0.063858,51.589625
-0.092034,51.528353
-0.130418,51.423587
-0.154623,51.485048
-0.227783,51.518306
-0.133418,51.522166
-0.159634,51.399544
-0.233408,51.597883
-0.05646,51.479406
-0.371436,51.468728
-0.23971,51.54951
-0.068688,51.595891
0.152139,51.45534
-0.121228,51.581565
-0.295123,51.36334
-0.071907,51.519157
-0.057344,51.561928
-0.304581,51.492968
-0.072801,51.516411
-0.194985,51.519209
-0.110161,51.597474
-0.310424,51.391753
-0.06271,51.518493
-0.171667,51.480252
-0.178664,51.513912
-0.335172,51.593913
0.007172,51.458235
-0.098442,51.529922
-0.022582,51.517481
0.202848,51.545514
-0.132089,51.325395
-0.311754,51.413399
-0.255512,51.610345
-0.191827,51.360397
-0.224241,51.51524
-0.123003,51.475356
-0.163596,51.464254
-0.092124,51.502743
-0.002338,51.454396
-0.255202,51.554012
-0.260926,51.551813
-0.410337,51.566863
-0.049246,51.657716
0.119342,51.568519
-0.067212,51.51497
0.074914,51.526103
-0.095433,51.631983
-0.076605,51.534575
-0.152393,51.443998
-0.105301,51.564358
-0.248775,51.541435
-0.360969,51.479553
-0.078408,51.473923
-0.115577,51.461262
-0.056179,51.530048
-0.070365,51.515741
0.158748,51.472773
-0.117706,51.520413
-0.230633,51.503161
-0.173828,51.495735
-0.140385,51.507907
-0.27323,51.5457
-0.030811,51.466038
-0.154629,51.508797
-0.135747,51.462637
-0.011176,51.507343
-0.12955,51.423006
-0.063071,51.576546
-0.121281,51.566638
-0.181682,51.612857
0.083456,51.52846
-0.363283,51.478092
0.027858,51.410155
-0.07313,51.563924
-0.178105,51.519263
-0.192415,51.416214
-0.362592,51.617084
-0.193068,51.606918
0.122043,51.576635
-0.11955,51.404169
-0.202802,51.439242
0.010321,51.4457
0.030272,51.489267
-0.220025,51.485115
-0.292392,51.378048
0.054855,51.535889
-0.061986,51.515171
-0.311961,51.488956
0.021552,51.474175
-0.272073,51.54464
-0.307859,51.531664
-0.056768,51.65018
-0.291182,51.553481
0.258017,51.606687
-0.221152,51.562341
-0.127904,51.342513
-0.190401,51.38309
-0.30367,51.610951
0.161265,51.471188
-0.112496,51.468245
-0.193617,51.649478
-0.182649,51.38797
-0.167937,51.487784
-0.452402,51.538228
0.127194,51.507037
0.227361,51.568136
-0.34961,51.527322
-0.114362,51.463167
-0.121717,51.451622
-0.200622,51.521004
-0.36391,51.510869
-0.095954,51.437438
-0.006816,51.508519
0.105278,51.447045
0.083552,51.572856
0.156072,51.561941
-0.126812,51.468861
-0.399982,51.50134
-0.083623,51.405808
-0.291844,51.509617
-0.010038,51.635881
-0.115685,51.461102
0.051871,51.450249
-0.193038,51.542919
-0.013665,51.499813
0.134524,51.531589
0.126981,51.534316
-0.356768,51.55315
-0.11464,51.316887
0.010963,51.569941
0.003302,51.618515
-0.152318,51.365248
0.004418,51.445306
-0.349759,51.556298
0.169375,51.52041
-0.057444,51.417265
0.212763,51.582208
-0.048058,51.639262
0.022021,51.517332
-0.094747,51.39625
-0.102326,51.546055
-0.268344,51.469607
-0.071208,51.518642
0.127614,51.540473
-0.073576,51.652327
-0.422934,51.500932
-0.138684,51.536188
-0.059418,51.63856
0.001916,51.540716
-0.097128,51.490523
0.06087,51.487726
-0.290545,51.593559
-0.292452,51.529984
-0.045804,51.493545
-0.187281,51.494703
-0.0983,51.382675
